epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.8183,2.58766,4.61857,2.39462,0.16192,0.21563,0.13568,0.05133,2.1467,5.84728,2.262,0.000218804,0.000218804,0.000218804
2,70.9745,2.09047,2.69922,2.03228,0.10366,0.18207,0.08171,0.03237,2.20251,9.6162,2.40382,0.00044103,0.00044103,0.00044103
3,97.1875,2.05271,2.5353,2.10227,0.21989,0.16213,0.12662,0.05499,2.16585,3.9247,2.3932,0.000662823,0.000662823,0.000662823
4,122.004,2.02285,2.4342,2.05669,0.1656,0.21413,0.13337,0.05355,2.11624,5.39384,2.25008,0.000665535,0.000665535,0.000665535
5,147.119,1.96835,2.29561,2.03614,0.29458,0.20527,0.22572,0.10369,2.09351,2.48997,2.26204,0.000664397,0.000664397,0.000664397
6,171.167,1.91844,2.14494,1.9707,0.33382,0.16115,0.23222,0.11588,2.09072,2.38586,2.22164,0.000662935,0.000662935,0.000662935
7,196.736,1.88346,2.07782,1.97352,0.28709,0.22677,0.24144,0.11218,2.00599,2.20745,2.13012,0.000661152,0.000661152,0.000661152
8,222.736,1.87991,2.03587,1.96971,0.37629,0.18049,0.26515,0.12678,2.03376,2.41921,2.15222,0.000659049,0.000659049,0.000659049
9,250.395,1.85149,1.99524,1.95008,0.38098,0.1782,0.25988,0.13415,2.02019,2.26174,2.08987,0.000656627,0.000656627,0.000656627
10,272.53,1.84951,1.91241,1.85162,0.40402,0.15407,0.26905,0.12989,2.03679,2.24176,2.14479,0.00065389,0.00065389,0.00065389
11,297.233,1.81459,1.86872,1.89351,0.33542,0.23875,0.27751,0.12844,1.99142,2.16868,2.08977,0.000650841,0.000650841,0.000650841
12,322.57,1.80137,1.86029,1.88923,0.33341,0.25559,0.2799,0.13061,1.96323,2.07117,2.07524,0.000647481,0.000647481,0.000647481
13,349.484,1.78835,1.81917,1.89814,0.41831,0.18761,0.29843,0.14478,2.00965,2.16491,2.1138,0.000643815,0.000643815,0.000643815
14,374.634,1.76613,1.76326,1.85985,0.3567,0.20397,0.26674,0.12866,2.01675,2.13056,2.11331,0.000639845,0.000639845,0.000639845
15,399.812,1.76523,1.73874,1.85223,0.41459,0.25704,0.32055,0.14873,1.99069,2.04467,2.07063,0.000635577,0.000635577,0.000635577
16,424.516,1.7414,1.69573,1.82211,0.36429,0.24855,0.30414,0.14973,1.98783,1.9982,2.10443,0.000631014,0.000631014,0.000631014
17,450.974,1.74556,1.68337,1.85505,0.41089,0.19515,0.29782,0.1428,2.01731,2.05918,2.10814,0.000626161,0.000626161,0.000626161
18,474.765,1.72812,1.64075,1.78664,0.4257,0.27207,0.33808,0.16612,1.9733,1.93654,2.0603,0.000621022,0.000621022,0.000621022
19,500.056,1.70871,1.60224,1.80325,0.42517,0.2999,0.35306,0.1703,1.99115,1.9919,2.09769,0.000615603,0.000615603,0.000615603
20,525.895,1.69431,1.56767,1.81499,0.41519,0.25733,0.32758,0.15939,2.00145,2.03294,2.08901,0.000609908,0.000609908,0.000609908
21,552.817,1.68492,1.55834,1.82173,0.40416,0.23214,0.31826,0.15735,2.01686,2.04101,2.1251,0.000603944,0.000603944,0.000603944
22,577.855,1.67841,1.51955,1.77573,0.43742,0.24379,0.3371,0.1699,2.00602,1.91843,2.09205,0.000597717,0.000597717,0.000597717
23,603.57,1.66295,1.47325,1.77441,0.52569,0.31263,0.41336,0.21285,2.01472,1.93912,2.10757,0.000591232,0.000591232,0.000591232
24,628.981,1.65634,1.44682,1.76425,0.40986,0.32632,0.34819,0.17431,2.05571,1.94431,2.13194,0.000584495,0.000584495,0.000584495
25,653.314,1.65479,1.41723,1.73138,0.44342,0.33319,0.38377,0.19347,2.04713,1.91571,2.15245,0.000577515,0.000577515,0.000577515
26,677.694,1.61752,1.36786,1.71424,0.42275,0.3247,0.36659,0.18668,2.0618,1.97092,2.15005,0.000570297,0.000570297,0.000570297
27,704.586,1.59253,1.34456,1.73897,0.43564,0.28377,0.34918,0.16922,2.07667,2.03068,2.17142,0.000562848,0.000562848,0.000562848
28,730.496,1.58314,1.28329,1.71751,0.48876,0.2997,0.38738,0.18404,2.14577,2.03668,2.23439,0.000555177,0.000555177,0.000555177
29,757.305,1.58187,1.26681,1.72012,0.39385,0.29071,0.33491,0.16047,2.11509,1.99495,2.21775,0.00054729,0.00054729,0.00054729
30,782.231,1.55911,1.23322,1.68433,0.59783,0.31305,0.44634,0.20228,2.11672,1.96716,2.21105,0.000539195,0.000539195,0.000539195
31,808.925,1.5098,1.14539,1.6745,0.47659,0.34586,0.40214,0.18026,2.14423,1.95714,2.23561,0.000530901,0.000530901,0.000530901
32,832.47,1.53766,1.16879,1.62634,0.37565,0.3243,0.34662,0.16617,2.12816,1.95901,2.2128,0.000522415,0.000522415,0.000522415
33,858.563,1.48594,1.09764,1.64598,0.39886,0.32231,0.34916,0.17117,2.19958,1.99323,2.30359,0.000513746,0.000513746,0.000513746
34,885.4,1.48801,1.09473,1.65125,0.38158,0.30306,0.33769,0.15854,2.17884,1.98778,2.28957,0.000504903,0.000504903,0.000504903
35,911.533,1.48277,1.07739,1.62525,0.37301,0.307,0.33714,0.15739,2.18953,1.94283,2.34169,0.000495893,0.000495893,0.000495893
36,937.47,1.45616,1.03613,1.60651,0.58667,0.34824,0.46096,0.23754,2.19917,1.91227,2.33611,0.000486727,0.000486727,0.000486727
37,961.848,1.42667,0.97272,1.56446,0.56211,0.36097,0.45787,0.22871,2.21842,1.863,2.35606,0.000477412,0.000477412,0.000477412
38,986.11,1.41142,0.95641,1.54366,0.36613,0.31248,0.33355,0.15992,2.24076,1.94676,2.37198,0.000467959,0.000467959,0.000467959
39,1009.25,1.39011,0.91267,1.51669,0.46307,0.3623,0.40475,0.18781,2.27492,1.8894,2.38475,0.000458377,0.000458377,0.000458377
40,1037.4,1.34812,0.88677,1.56558,0.50128,0.32275,0.40715,0.18751,2.24959,1.9766,2.39964,0.000448674,0.000448674,0.000448674
41,1062.06,1.37326,0.90015,1.50985,0.4581,0.34686,0.39728,0.18699,2.29812,2.04064,2.43497,0.000438862,0.000438862,0.000438862
42,1088.96,1.344,0.86608,1.52806,0.51482,0.3301,0.42051,0.21021,2.27036,2.02139,2.40298,0.000428948,0.000428948,0.000428948
43,1113.78,1.33137,0.84578,1.48024,0.43152,0.37091,0.39056,0.17522,2.28865,1.88991,2.39931,0.000418944,0.000418944,0.000418944
44,1140.67,1.2784,0.78769,1.48382,0.49293,0.31532,0.39447,0.18903,2.3367,1.99737,2.50754,0.000408858,0.000408858,0.000408858
45,1168.39,1.24967,0.75535,1.47026,0.39835,0.28293,0.33567,0.15556,2.34373,2.13683,2.53612,0.000398702,0.000398702,0.000398702
46,1195.07,1.23225,0.73265,1.44991,0.44609,0.33558,0.37742,0.17201,2.34754,2.01639,2.54439,0.000388484,0.000388484,0.000388484
