epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,3492.87,1.19102,0.00016,1.37892,0.41126,0.36795,0.32129,0.13241,2.17894,0.00017,2.30976,9.46048e-05,9.46048e-05,9.46048e-05
77,3539.03,1.18759,0.00016,1.38319,0.3981,0.39207,0.31736,0.1346,2.17667,0.00017,2.30699,9.44628e-05,9.44628e-05,9.44628e-05
78,3584.68,1.17793,0.00016,1.37002,0.35022,0.37064,0.31448,0.13393,2.18904,0.00017,2.35467,9.43189e-05,9.43189e-05,9.43189e-05
79,3630.74,1.17088,0.00016,1.36585,0.35634,0.39223,0.3156,0.13665,2.19111,0.00016,2.32617,9.41734e-05,9.41734e-05,9.41734e-05
80,3676.26,1.17506,0.00016,1.36896,0.37423,0.41203,0.31001,0.12718,2.18359,0.00017,2.31462,9.40262e-05,9.40262e-05,9.40262e-05
81,3721.21,1.16664,0.00015,1.35788,0.3764,0.37092,0.32487,0.13632,2.20302,0.00017,2.33112,9.38772e-05,9.38772e-05,9.38772e-05
82,3767.63,1.14265,0.00015,1.34353,0.38294,0.40545,0.34332,0.14587,2.1891,0.00016,2.33047,9.37265e-05,9.37265e-05,9.37265e-05
83,3814.5,1.15127,0.00015,1.34503,0.43025,0.38507,0.32885,0.14372,2.18153,0.00017,2.36076,9.35741e-05,9.35741e-05,9.35741e-05
84,3860.78,1.1347,0.00015,1.33731,0.33284,0.35595,0.30289,0.1296,2.19904,0.00017,2.33529,9.342e-05,9.342e-05,9.342e-05
85,3905.14,1.13282,0.00015,1.33784,0.4697,0.36686,0.31049,0.13083,2.19966,0.00016,2.36678,9.32642e-05,9.32642e-05,9.32642e-05
86,3950.75,1.12529,0.00015,1.32445,0.351,0.38286,0.3236,0.13555,2.22407,0.00017,2.38508,9.31067e-05,9.31067e-05,9.31067e-05
87,3996.15,1.13011,0.00015,1.3221,0.33131,0.36968,0.31282,0.12241,2.22419,0.00017,2.37405,9.29476e-05,9.29476e-05,9.29476e-05
88,4041.38,1.11802,0.00015,1.32064,0.3425,0.41528,0.32996,0.13399,2.22398,0.00016,2.37636,9.27867e-05,9.27867e-05,9.27867e-05
89,4087.12,1.11158,0.00015,1.31701,0.31872,0.39623,0.30873,0.13128,2.21321,0.00016,2.37453,9.26242e-05,9.26242e-05,9.26242e-05
90,4134.25,1.1063,0.00015,1.31345,0.36351,0.36906,0.3188,0.1375,2.25207,0.00017,2.40333,9.24601e-05,9.24601e-05,9.24601e-05
