epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,1988.39,1.52469,1.19578,1.8805,0.57242,0.18747,0.37843,0.20368,2.02703,1.72534,2.48833,0.00974803,0.00974803,0.00974803
53,2026.33,1.52136,1.17934,1.87584,0.57815,0.22777,0.40856,0.2188,2.03828,1.73715,2.45779,0.00973814,0.00973814,0.00973814
54,2064.27,1.52606,1.17616,1.88462,0.54783,0.271,0.4065,0.21045,2.02946,1.55963,2.44708,0.00972806,0.00972806,0.00972806
55,2102.3,1.52561,1.18104,1.88171,0.46713,0.23461,0.34991,0.17461,2.04485,1.61707,2.4635,0.0097178,0.0097178,0.0097178
56,2140.53,1.52477,1.15609,1.88122,0.61727,0.32753,0.47188,0.23849,2.0169,1.52591,2.42533,0.00970736,0.00970736,0.00970736
57,2178.74,1.5086,1.14241,1.8667,0.60341,0.32345,0.4477,0.2261,2.03555,1.58487,2.42455,0.00969673,0.00969673,0.00969673
58,2216.78,1.51025,1.15227,1.86649,0.67745,0.31058,0.49055,0.2343,2.04043,1.58411,2.43008,0.00968592,0.00968592,0.00968592
59,2254.85,1.49775,1.13124,1.86246,0.50668,0.33758,0.42857,0.19359,2.01442,1.51893,2.39776,0.00967493,0.00967493,0.00967493
60,2293.06,1.50121,1.12773,1.85578,0.60963,0.32556,0.47361,0.24005,2.02665,1.51725,2.4207,0.00966375,0.00966375,0.00966375
61,2331.56,1.50225,1.11956,1.85147,0.60788,0.32706,0.47921,0.22617,2.07604,1.51353,2.46874,0.00965239,0.00965239,0.00965239
62,2369.58,1.49442,1.11415,1.85421,0.60992,0.31938,0.46601,0.24359,2.00724,1.50399,2.41073,0.00964085,0.00964085,0.00964085
63,2407.68,1.49027,1.08865,1.84633,0.60582,0.35281,0.47052,0.22583,2.05754,1.53218,2.4322,0.00962913,0.00962913,0.00962913
64,2445.66,1.48492,1.08985,1.84428,0.62253,0.30919,0.47096,0.2379,2.02993,1.51291,2.4199,0.00961723,0.00961723,0.00961723
65,2483.65,1.47762,1.08002,1.83883,0.57683,0.32798,0.46465,0.21544,2.0462,1.4841,2.42206,0.00960515,0.00960515,0.00960515
66,2521.7,1.46903,1.0634,1.83739,0.64083,0.32157,0.47873,0.23405,2.0331,1.46743,2.42706,0.00959289,0.00959289,0.00959289
67,2559.71,1.47098,1.06822,1.83318,0.55454,0.34093,0.46191,0.23551,2.02546,1.47491,2.42755,0.00958044,0.00958044,0.00958044
68,2597.85,1.46421,1.05397,1.8218,0.61749,0.30329,0.45502,0.23137,2.0494,1.45318,2.40083,0.00956782,0.00956782,0.00956782
69,2635.86,1.46123,1.04316,1.81799,0.60461,0.35481,0.48642,0.22996,2.04545,1.44408,2.43398,0.00955502,0.00955502,0.00955502
70,2674,1.45916,1.02942,1.81676,0.63171,0.35961,0.50574,0.24722,2.04984,1.44312,2.43149,0.00954205,0.00954205,0.00954205
71,2712.1,1.46252,1.02557,1.82087,0.63473,0.35044,0.50713,0.25244,2.03339,1.45153,2.43089,0.00952889,0.00952889,0.00952889
72,2750.41,1.4528,1.02192,1.81071,0.61685,0.39167,0.51593,0.25473,2.06522,1.43554,2.42933,0.00951556,0.00951556,0.00951556
73,2788.47,1.44557,1.00208,1.81513,0.66936,0.31936,0.5029,0.24561,2.08521,1.49401,2.46299,0.00950206,0.00950206,0.00950206
74,2826.59,1.45489,0.99901,1.81075,0.58916,0.40307,0.5057,0.24067,2.07407,1.38936,2.44799,0.00948837,0.00948837,0.00948837
75,2864.66,1.44252,0.98692,1.80161,0.59478,0.36548,0.49135,0.22881,2.09541,1.46414,2.47225,0.00947452,0.00947452,0.00947452
76,2902.73,1.43045,0.98508,1.79623,0.564,0.40615,0.50861,0.2299,2.07009,1.37772,2.4568,0.00946048,0.00946048,0.00946048
77,2940.88,1.43796,0.98371,1.79687,0.59348,0.44546,0.5306,0.25027,2.0818,1.39918,2.47296,0.00944628,0.00944628,0.00944628
78,2979.11,1.43229,0.95791,1.7952,0.61256,0.40092,0.5181,0.24289,2.08946,1.38586,2.48193,0.00943189,0.00943189,0.00943189
79,3017.16,1.42518,0.95573,1.78848,0.6539,0.40759,0.5438,0.26713,2.08097,1.38176,2.4646,0.00941734,0.00941734,0.00941734
80,3055.46,1.43052,0.95813,1.79134,0.58922,0.43953,0.52384,0.24911,2.08283,1.35278,2.46985,0.00940262,0.00940262,0.00940262
81,3093.65,1.41156,0.94159,1.7771,0.61087,0.43811,0.51567,0.24148,2.09367,1.37172,2.49121,0.00938772,0.00938772,0.00938772
82,3131.79,1.41468,0.93049,1.78539,0.64179,0.39896,0.52714,0.26032,2.10023,1.38535,2.50568,0.00937265,0.00937265,0.00937265
83,3169.94,1.40451,0.92612,1.77212,0.67166,0.39927,0.54114,0.25499,2.09573,1.39809,2.49329,0.00935741,0.00935741,0.00935741
84,3208.07,1.39913,0.91855,1.76736,0.58655,0.38687,0.49801,0.23826,2.10094,1.4061,2.50653,0.009342,0.009342,0.009342
85,3246.16,1.40407,0.91384,1.77081,0.59245,0.44551,0.52179,0.24303,2.12548,1.33633,2.5239,0.00932642,0.00932642,0.00932642
86,3284.18,1.39248,0.89594,1.76436,0.59133,0.41939,0.5136,0.24172,2.12571,1.35235,2.52452,0.00931067,0.00931067,0.00931067
87,3322.27,1.38906,0.89113,1.75495,0.64211,0.39943,0.52735,0.24476,2.13531,1.36943,2.53265,0.00929476,0.00929476,0.00929476
88,3360.4,1.37952,0.88526,1.74853,0.59406,0.44747,0.52179,0.2358,2.13209,1.34835,2.52987,0.00927867,0.00927867,0.00927867
89,3398.61,1.38613,0.88431,1.74789,0.6331,0.44371,0.54272,0.249,2.14759,1.34954,2.54752,0.00926242,0.00926242,0.00926242
90,3436.78,1.3777,0.87197,1.74604,0.60126,0.44325,0.52815,0.24704,2.14307,1.35754,2.53372,0.00924601,0.00924601,0.00924601
91,3475,1.37251,0.86823,1.73655,0.60703,0.44803,0.53371,0.25167,2.14731,1.33976,2.55131,0.00922942,0.00922942,0.00922942
92,3513.12,1.35345,0.85089,1.72806,0.69052,0.42351,0.55797,0.2656,2.16255,1.34699,2.56237,0.00921268,0.00921268,0.00921268
93,3551.26,1.35714,0.8536,1.73004,0.59382,0.45508,0.53869,0.25351,2.15698,1.33032,2.56086,0.00919576,0.00919576,0.00919576
94,3589.61,1.34846,0.82339,1.7236,0.62866,0.44832,0.54336,0.26057,2.15469,1.33721,2.55819,0.00917869,0.00917869,0.00917869
95,3627.69,1.3502,0.83755,1.72467,0.60878,0.44302,0.53155,0.24954,2.16216,1.34366,2.57491,0.00916145,0.00916145,0.00916145
96,3665.87,1.33642,0.82791,1.71799,0.58797,0.43969,0.51554,0.22999,2.1708,1.34006,2.58083,0.00914405,0.00914405,0.00914405
97,3704.07,1.333,0.82214,1.70915,0.53683,0.44911,0.49879,0.22439,2.178,1.31471,2.58783,0.00912649,0.00912649,0.00912649
98,3742.34,1.33424,0.82072,1.70539,0.54019,0.43252,0.48157,0.21864,2.19471,1.33354,2.60665,0.00910876,0.00910876,0.00910876
99,3780.48,1.33241,0.80502,1.70252,0.56327,0.44432,0.50528,0.23332,2.18852,1.33471,2.61258,0.00909088,0.00909088,0.00909088
100,3818.63,1.32251,0.79567,1.70067,0.56431,0.4477,0.50463,0.23081,2.18893,1.33055,2.61185,0.00907284,0.00907284,0.00907284
101,3856.78,1.31943,0.79818,1.69155,0.57513,0.42211,0.49938,0.22152,2.18716,1.33103,2.60961,0.00905463,0.00905463,0.00905463
102,3894.92,1.32317,0.79847,1.69291,0.56926,0.4462,0.5203,0.2438,2.19531,1.31774,2.62279,0.00903627,0.00903627,0.00903627
103,3933.33,1.30859,0.79228,1.68541,0.57455,0.46415,0.5239,0.2437,2.18548,1.30592,2.61451,0.00901776,0.00901776,0.00901776
104,3971.45,1.30494,0.77084,1.6761,0.56157,0.46041,0.52255,0.24935,2.20458,1.31138,2.6431,0.00899908,0.00899908,0.00899908
