epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.3431,2.37038,4.50274,2.63813,0.12037,0.00799,0.0638,0.02812,2.32533,3.67026,2.75411,0.00328358,0.00328358,0.00328358
2,80.4816,1.76154,2.61415,2.02435,0.10011,0.03857,0.00025,4e-05,2.91046,inf,3.73588,0.00661685,0.00661685,0.00661685
3,119.359,1.88739,2.69891,2.09798,7e-05,0.005,3e-05,0,3.49232,22.6417,4.67983,0.00994986,0.00994986,0.00994986
4,158.344,2.03347,2.97198,2.28973,0.10109,0.04557,8e-05,3e-05,3.44698,inf,6.60415,0.00999912,0.00999912,0.00999912
5,197.033,1.99471,2.96247,2.30012,0.0002,0.05272,0.00011,2e-05,3.30475,inf,4.78862,0.00999844,0.00999844,0.00999844
6,236.192,1.95625,2.80451,2.23983,0.0006,0.02615,0.00031,5e-05,3.12262,12.4379,4.46536,0.00999756,0.00999756,0.00999756
7,275.177,1.89323,2.71518,2.21792,8e-05,0.00714,1e-05,0,3.58034,13.1558,5.11717,0.00999648,0.00999648,0.00999648
8,315.503,1.89937,2.60523,2.22496,0.10019,0.04179,7e-05,1e-05,3.43806,inf,4.33148,0.00999521,0.00999521,0.00999521
9,353.369,1.83889,2.48521,2.14436,0.10019,0.04179,7e-05,1e-05,2.85372,6.56668,3.81962,0.00999375,0.00999375,0.00999375
10,391.814,1.82029,2.39005,2.1526,0.21152,0.03446,0.02805,0.01853,2.79152,5.63292,3.58194,0.00999209,0.00999209,0.00999209
11,429.953,1.78047,2.33427,2.1003,0.31285,0.0571,0.17291,0.05021,2.27047,3.57801,2.84996,0.00999023,0.00999023,0.00999023
12,469.104,1.74576,2.21147,2.09058,0.06213,0.01566,0.03738,0.01318,2.43294,4.44933,2.95035,0.00998818,0.00998818,0.00998818
13,508.434,1.71541,2.16527,2.05685,0.33148,0.05047,0.18651,0.08886,2.24999,3.18982,2.70076,0.00998594,0.00998594,0.00998594
14,546.896,1.72646,2.12132,2.03642,0.16496,0.02831,0.08816,0.05589,2.43175,5.42775,3.06249,0.0099835,0.0099835,0.0099835
15,585.181,1.69349,2.06144,2.02962,0.24453,0.06738,0.1553,0.07283,2.178,3.21942,2.57845,0.00998086,0.00998086,0.00998086
16,623.04,1.68488,2.06205,2.00046,0.3268,0.07164,0.19525,0.08965,2.40064,3.74564,3.0002,0.00997803,0.00997803,0.00997803
17,661.167,1.68477,1.99561,2.01625,0.47483,0.14664,0.1892,0.10272,2.21043,3.25808,2.71356,0.00997501,0.00997501,0.00997501
18,698.957,1.67836,1.97283,2.00442,0.26254,0.08279,0.16537,0.07334,2.10739,2.86093,2.55196,0.00997179,0.00997179,0.00997179
19,736.9,1.65785,1.93007,1.99637,0.333,0.13706,0.21036,0.09664,2.09311,2.72857,2.54144,0.00996838,0.00996838,0.00996838
20,774.972,1.64633,1.89584,1.97309,0.29321,0.20015,0.23081,0.10748,2.12143,2.7666,2.60792,0.00996477,0.00996477,0.00996477
21,813.413,1.64062,1.87976,1.98373,0.20728,0.18266,0.17745,0.07993,2.09354,2.59152,2.54079,0.00996097,0.00996097,0.00996097
22,851.77,1.63436,1.87128,1.9786,0.22626,0.02749,0.12599,0.06581,2.21833,3.4209,2.76672,0.00995697,0.00995697,0.00995697
23,889.596,1.62329,1.83276,1.96518,0.28872,0.0961,0.18756,0.09101,2.0971,2.54506,2.52778,0.00995278,0.00995278,0.00995278
24,927.661,1.62453,1.81643,1.96938,0.32692,0.15963,0.22996,0.10704,2.15085,2.84311,2.58368,0.0099484,0.0099484,0.0099484
25,966.294,1.6133,1.78671,1.95515,0.38741,0.20444,0.28779,0.13775,2.00991,2.27398,2.39891,0.00994383,0.00994383,0.00994383
26,1004.35,1.60289,1.78898,1.94885,0.36333,0.16664,0.24486,0.11447,2.04646,2.73046,2.49505,0.00993906,0.00993906,0.00993906
27,1042.77,1.6031,1.76041,1.94542,0.36273,0.17468,0.25423,0.11779,2.01531,2.24322,2.44602,0.0099341,0.0099341,0.0099341
28,1080.61,1.59448,1.72637,1.94726,0.43848,0.13672,0.27897,0.14272,2.04157,2.37454,2.49333,0.00992894,0.00992894,0.00992894
29,1118.62,1.5893,1.72558,1.92987,0.36326,0.21023,0.27856,0.12832,2.059,2.44773,2.45227,0.00992359,0.00992359,0.00992359
30,1156.13,1.58575,1.69452,1.93149,0.2737,0.13745,0.18697,0.08158,2.08062,2.73046,2.52798,0.00991805,0.00991805,0.00991805
31,1193.96,1.57547,1.67601,1.9194,0.4326,0.18742,0.30743,0.13847,2.0664,2.42919,2.51103,0.00991232,0.00991232,0.00991232
32,1231.86,1.58776,1.6752,1.93253,0.42409,0.19021,0.29864,0.14051,2.00517,2.26148,2.40589,0.0099064,0.0099064,0.0099064
33,1269.6,1.56248,1.64585,1.91631,0.40027,0.10311,0.24767,0.11902,2.04551,2.5295,2.42653,0.00990028,0.00990028,0.00990028
34,1307.53,1.56913,1.62503,1.90626,0.3399,0.13102,0.22163,0.10502,2.11654,2.60406,2.5143,0.00989398,0.00989398,0.00989398
35,1345.76,1.55487,1.61278,1.89292,0.45753,0.19821,0.31668,0.14776,2.03824,2.27891,2.44322,0.00988748,0.00988748,0.00988748
36,1383.9,1.5481,1.58439,1.8985,0.39734,0.21001,0.29422,0.13251,2.08416,2.33465,2.55387,0.00988079,0.00988079,0.00988079
37,1421.81,1.54846,1.5898,1.90464,0.43844,0.12699,0.27767,0.13048,2.19097,2.52988,2.6531,0.00987391,0.00987391,0.00987391
38,1459.81,1.54415,1.57936,1.90173,0.39694,0.20407,0.29941,0.14589,2.07594,2.28735,2.47679,0.00986684,0.00986684,0.00986684
39,1497.78,1.54424,1.55239,1.88943,0.46361,0.20644,0.33871,0.16667,2.02021,2.15143,2.46114,0.00985958,0.00985958,0.00985958
40,1535.68,1.53221,1.53683,1.88807,0.6517,0.18743,0.41656,0.18371,2.03291,2.20652,2.45413,0.00985213,0.00985213,0.00985213
