epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,1306.6,1.74717,1.63955,2.02399,0.41291,0.3069,0.35317,0.16925,2.00566,2.03452,2.36046,0.00985213,0.00985213,0.00985213
41,1339.01,1.73515,1.6422,2.01025,0.46738,0.35788,0.39455,0.18694,1.97057,1.9484,2.32288,0.00984449,0.00984449,0.00984449
42,1371.39,1.72625,1.61214,2.02041,0.47697,0.36279,0.41634,0.19203,1.95807,1.89719,2.33307,0.00983666,0.00983666,0.00983666
43,1403.76,1.72743,1.60621,2.00894,0.45687,0.35507,0.39373,0.17849,1.99123,1.92815,2.3285,0.00982864,0.00982864,0.00982864
44,1436.15,1.72052,1.5852,2.0107,0.48437,0.35469,0.41428,0.17558,1.98459,1.89598,2.33612,0.00982043,0.00982043,0.00982043
45,1468.66,1.71461,1.57787,2.00405,0.62166,0.39239,0.5156,0.24902,1.9592,1.85002,2.33815,0.00981204,0.00981204,0.00981204
46,1501.09,1.70836,1.56323,2.00127,0.60735,0.33492,0.46903,0.23269,2.01051,1.97783,2.34755,0.00980345,0.00980345,0.00980345
47,1533.62,1.70845,1.54998,1.98998,0.58037,0.38626,0.47334,0.23121,1.98397,1.84054,2.35331,0.00979468,0.00979468,0.00979468
48,1565.84,1.70132,1.52939,1.98452,0.40039,0.2303,0.30704,0.13719,2.1073,2.30735,2.43929,0.00978572,0.00978572,0.00978572
49,1598.54,1.7052,1.51583,1.98168,0.55868,0.40008,0.45196,0.20071,2.03022,1.89777,2.39415,0.00977658,0.00977658,0.00977658
50,1631.03,1.68526,1.49684,1.98342,0.43216,0.37605,0.4028,0.18349,1.9935,1.85177,2.34946,0.00976725,0.00976725,0.00976725
51,1663.41,1.68238,1.4694,1.96989,0.5212,0.36715,0.4268,0.2007,2.01112,1.88887,2.38053,0.00975773,0.00975773,0.00975773
52,1696.03,1.68173,1.45584,1.95689,0.54113,0.409,0.46004,0.22113,2.0413,1.88881,2.40564,0.00974803,0.00974803,0.00974803
53,1728.48,1.67266,1.45081,1.95571,0.57863,0.39777,0.48499,0.22565,2.0395,1.84727,2.42201,0.00973814,0.00973814,0.00973814
54,1760.94,1.6632,1.41904,1.94369,0.56627,0.42997,0.48818,0.21604,2.02965,1.85254,2.3784,0.00972806,0.00972806,0.00972806
55,1793.41,1.65764,1.41103,1.93739,0.54671,0.40697,0.47071,0.23876,2.0206,1.81342,2.38084,0.0097178,0.0097178,0.0097178
56,1825.76,1.65927,1.39352,1.93973,0.54243,0.41286,0.47073,0.2327,2.05358,1.91072,2.41758,0.00970736,0.00970736,0.00970736
57,1858.34,1.65013,1.39287,1.9323,0.5401,0.46208,0.48007,0.23171,2.041,1.8017,2.43,0.00969673,0.00969673,0.00969673
58,1890.74,1.64425,1.36436,1.93216,0.51075,0.42766,0.47837,0.21921,2.06476,1.81342,2.44122,0.00968592,0.00968592,0.00968592
59,1923.29,1.63755,1.35589,1.92846,0.47283,0.43834,0.44738,0.20473,2.06855,1.80807,2.44481,0.00967493,0.00967493,0.00967493
60,1955.8,1.63495,1.32971,1.91556,0.50193,0.41768,0.44978,0.20097,2.09335,1.79401,2.44722,0.00966375,0.00966375,0.00966375
61,1988.34,1.6271,1.32181,1.91981,0.49405,0.44935,0.46073,0.21161,2.08619,1.82066,2.46786,0.00965239,0.00965239,0.00965239
62,2020.8,1.62306,1.31051,1.91177,0.52816,0.42762,0.46351,0.21237,2.08285,1.80856,2.44675,0.00964085,0.00964085,0.00964085
63,2053.39,1.61038,1.2988,1.9113,0.52851,0.43287,0.48037,0.21876,2.07215,1.79178,2.45015,0.00962913,0.00962913,0.00962913
64,2085.85,1.60909,1.2879,1.90527,0.50556,0.43913,0.4642,0.21279,2.0982,1.8317,2.46311,0.00961723,0.00961723,0.00961723
65,2118.46,1.59873,1.25981,1.8857,0.55552,0.46194,0.49336,0.23391,2.10195,1.80428,2.46838,0.00960515,0.00960515,0.00960515
66,2150.95,1.59437,1.24944,1.89345,0.48338,0.46177,0.45537,0.20085,2.11777,1.8098,2.49619,0.00959289,0.00959289,0.00959289
67,2183.6,1.58113,1.22366,1.87757,0.51007,0.45674,0.47419,0.22813,2.13308,1.79311,2.53302,0.00958044,0.00958044,0.00958044
68,2216.53,1.5759,1.20482,1.87709,0.54013,0.46912,0.48828,0.21507,2.11244,1.80438,2.51553,0.00956782,0.00956782,0.00956782
69,2248.99,1.57279,1.20764,1.87225,0.5634,0.46115,0.50134,0.23169,2.13334,1.80262,2.53739,0.00955502,0.00955502,0.00955502
70,2281.45,1.56365,1.19601,1.85671,0.49926,0.44664,0.45712,0.20994,2.14665,1.75835,2.52723,0.00954205,0.00954205,0.00954205
71,2315.16,1.56404,1.18403,1.8606,0.51821,0.43002,0.46752,0.20393,2.13328,1.80266,2.53513,0.00952889,0.00952889,0.00952889
72,2347.68,1.54389,1.17083,1.84583,0.52923,0.47808,0.48579,0.2097,2.1585,1.77212,2.5492,0.00951556,0.00951556,0.00951556
73,2380.08,1.53909,1.15291,1.84616,0.45082,0.4743,0.45282,0.19488,2.14518,1.7878,2.54841,0.00950206,0.00950206,0.00950206
74,2412.66,1.53525,1.14157,1.83385,0.51663,0.44454,0.45833,0.20535,2.17101,1.81864,2.57397,0.00948837,0.00948837,0.00948837
75,2445.06,1.53,1.13056,1.8273,0.49641,0.45953,0.46773,0.21208,2.1591,1.80569,2.57984,0.00947452,0.00947452,0.00947452
