epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,67.1727,2.23742,3.19978,2.11638,0.24234,0.1476,0.16755,0.0744,2.17029,2.69528,2.13885,0.00331481,0.00331481,0.00331481
2,124.007,1.75481,1.84617,1.68184,0.26403,0.15432,0.2003,0.08234,2.24959,2.49598,2.15298,0.00664808,0.00664808,0.00664808
3,180.228,1.66754,1.63658,1.62271,0.09704,0.0934,0.06229,0.02185,2.56767,5.14652,2.57432,0.00998109,0.00998109,0.00998109
4,233.134,1.76194,1.76023,1.67347,0.26949,0.20374,0.13716,0.04978,2.4147,3.58099,2.50873,0.00999912,0.00999912,0.00999912
5,289.836,1.62182,1.49047,1.60568,0.19694,0.15905,0.14381,0.05372,2.40735,3.24402,2.40411,0.00999844,0.00999844,0.00999844
6,344.802,1.51027,1.31419,1.51766,0.22127,0.17753,0.17307,0.07352,2.30741,2.58456,2.35188,0.00999756,0.00999756,0.00999756
7,398.637,1.40268,1.17313,1.43975,0.29778,0.22504,0.24083,0.10016,2.30917,2.52077,2.41385,0.00999648,0.00999648,0.00999648
8,454.766,1.31296,1.08401,1.39278,0.31297,0.16089,0.21967,0.09906,2.33426,2.66234,2.40902,0.00999521,0.00999521,0.00999521
9,508.015,1.26472,1.01858,1.33999,0.24188,0.14744,0.16883,0.07114,2.23323,2.57707,2.29429,0.00999375,0.00999375,0.00999375
10,565.515,1.15443,0.9222,1.2931,0.27503,0.15239,0.19645,0.08443,2.2426,2.52683,2.30665,0.00999209,0.00999209,0.00999209
11,620.018,1.12829,0.90167,1.26302,0.31066,0.14794,0.20665,0.08762,2.35688,2.55027,2.40782,0.00999023,0.00999023,0.00999023
12,676.432,1.0696,0.83941,1.2347,0.37627,0.12197,0.23693,0.11101,2.25078,2.68223,2.28952,0.00998818,0.00998818,0.00998818
13,731.414,1.03707,0.81197,1.20294,0.34877,0.19457,0.25813,0.11663,2.11107,2.1978,2.19614,0.00998594,0.00998594,0.00998594
14,785.956,0.99762,0.79102,1.1858,0.42264,0.09722,0.25506,0.11563,2.17053,2.65218,2.25369,0.0099835,0.0099835,0.0099835
15,841.513,0.99141,0.78437,1.18121,0.31387,0.15403,0.21779,0.09899,2.13182,2.43406,2.1856,0.00998086,0.00998086,0.00998086
16,899.352,0.93447,0.73885,1.15586,0.33679,0.18434,0.24695,0.11077,2.13214,2.13885,2.18282,0.00997803,0.00997803,0.00997803
17,954.12,0.9139,0.72622,1.13334,0.36289,0.16571,0.25016,0.11371,2.162,2.35836,2.21393,0.00997501,0.00997501,0.00997501
18,1011.59,0.89332,0.70483,1.12949,0.37916,0.15294,0.25115,0.10809,2.0862,2.33597,2.17129,0.00997179,0.00997179,0.00997179
19,1065.79,0.86386,0.67705,1.10874,0.35453,0.1914,0.26203,0.12577,2.09451,2.22715,2.1407,0.00996838,0.00996838,0.00996838
20,1123.96,0.85066,0.67068,1.11281,0.39666,0.15823,0.2602,0.11586,2.07826,2.24935,2.15036,0.00996477,0.00996477,0.00996477
