epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1180.6,0.49131,0.29882,0.98467,0.41846,0.30789,0.33845,0.15161,2.51886,2.94047,4.03713,0.000495893,0.000495893,0.000495893
36,1212.71,0.47972,0.29018,0.97334,0.46459,0.23129,0.33906,0.16154,2.51329,3.30609,3.8362,0.000486727,0.000486727,0.000486727
37,1244.84,0.45671,0.28074,0.95905,0.44657,0.26105,0.33764,0.15308,2.53796,3.40218,3.90806,0.000477412,0.000477412,0.000477412
38,1277.74,0.43496,0.2692,0.94535,0.46507,0.25879,0.34925,0.16933,2.49125,3.13431,3.97341,0.000467959,0.000467959,0.000467959
39,1310.09,0.42745,0.26602,0.93826,0.47544,0.24342,0.34803,0.16912,2.52458,3.40819,3.92755,0.000458377,0.000458377,0.000458377
40,1342.25,0.40729,0.25522,0.92491,0.50278,0.27879,0.38155,0.182,2.48989,3.07248,4.00216,0.000448674,0.000448674,0.000448674
41,1374.36,0.39517,0.24842,0.91504,0.53606,0.23124,0.37712,0.18507,2.52733,3.55922,3.97958,0.000438862,0.000438862,0.000438862
42,1406.38,0.37968,0.24115,0.90613,0.55211,0.21785,0.38055,0.1965,2.52392,3.68544,3.97771,0.000428948,0.000428948,0.000428948
43,1438.53,0.36747,0.23449,0.89828,0.47281,0.22042,0.33284,0.16305,2.55209,3.66058,4.00756,0.000418944,0.000418944,0.000418944
44,1470.83,0.35287,0.22818,0.8884,0.56713,0.24061,0.40001,0.19621,2.51217,3.53151,4.00646,0.000408858,0.000408858,0.000408858
45,1502.92,0.33751,0.22086,0.87991,0.50723,0.20776,0.35064,0.17427,2.50072,3.60257,4.0435,0.000398702,0.000398702,0.000398702
46,1534.95,0.32673,0.21512,0.87372,0.50093,0.25048,0.3655,0.17288,2.51124,3.3969,4.12505,0.000388484,0.000388484,0.000388484
47,1566.95,0.31709,0.20979,0.8675,0.5668,0.22656,0.39081,0.19978,2.52675,3.62602,4.14535,0.000378216,0.000378216,0.000378216
48,1599.45,0.30877,0.20673,0.86255,0.60542,0.20175,0.40251,0.2046,2.51535,3.65388,4.14725,0.000367906,0.000367906,0.000367906
49,1631.51,0.29518,0.19853,0.85577,0.54329,0.20694,0.36934,0.17632,2.52429,3.66398,4.06402,0.000357566,0.000357566,0.000357566
50,1663.56,0.2861,0.1944,0.85047,0.57469,0.20986,0.38372,0.19495,2.5149,3.68402,4.168,0.000347206,0.000347206,0.000347206
51,1695.6,0.27541,0.18822,0.84535,0.53763,0.22555,0.38445,0.18941,2.50176,3.5877,4.13752,0.000336835,0.000336835,0.000336835
52,1727.65,0.26438,0.18353,0.84045,0.56388,0.20891,0.389,0.19842,2.50519,3.64695,4.19125,0.000326464,0.000326464,0.000326464
53,1759.68,0.25001,0.17737,0.83413,0.50836,0.20646,0.35588,0.18274,2.52066,3.67303,4.25908,0.000316104,0.000316104,0.000316104
54,1791.7,0.24731,0.17455,0.83078,0.62562,0.21501,0.41977,0.20382,2.52563,3.59351,4.26629,0.000305764,0.000305764,0.000305764
55,1823.69,0.23747,0.16939,0.82659,0.69435,0.21647,0.45269,0.24453,2.50386,3.63814,4.26195,0.000295454,0.000295454,0.000295454
56,1855.69,0.22509,0.16368,0.82191,0.69517,0.20886,0.44275,0.22684,2.50627,3.83793,4.1855,0.000285186,0.000285186,0.000285186
57,1887.61,0.21757,0.15959,0.819,0.57021,0.20608,0.3872,0.19492,2.52196,3.73752,4.27425,0.000274968,0.000274968,0.000274968
58,1919.59,0.21073,0.15579,0.81455,0.55831,0.20256,0.38259,0.19037,2.5043,3.68126,4.24615,0.000264812,0.000264812,0.000264812
59,1951.61,0.20956,0.15461,0.81589,0.65424,0.21615,0.42774,0.21948,2.49939,3.69374,4.29114,0.000254726,0.000254726,0.000254726
60,1983.64,0.19584,0.14851,0.81048,0.55136,0.2059,0.37548,0.19358,2.50976,3.63184,4.36676,0.000244722,0.000244722,0.000244722
61,2015.67,0.1886,0.14471,0.80679,0.65677,0.21328,0.43207,0.22344,2.51047,3.72051,4.39547,0.000234808,0.000234808,0.000234808
62,2048.22,0.18134,0.14112,0.80499,0.51211,0.19257,0.35098,0.16868,2.51157,3.89101,4.27817,0.000224996,0.000224996,0.000224996
63,2080.46,0.17293,0.1366,0.80172,0.6504,0.2085,0.43154,0.22385,2.50299,3.70122,4.39718,0.000215293,0.000215293,0.000215293
64,2113.74,0.16706,0.13401,0.79893,0.54989,0.19513,0.37363,0.19033,2.50982,3.80794,4.38086,0.000205711,0.000205711,0.000205711
65,2145.48,0.16303,0.13072,0.7976,0.67326,0.20549,0.44163,0.22523,2.5092,3.80853,4.38155,0.000196258,0.000196258,0.000196258
66,2177.23,0.15897,0.12833,0.79601,0.6732,0.20675,0.44283,0.22657,2.51144,3.76439,4.42005,0.000186943,0.000186943,0.000186943
67,2209.02,0.15171,0.12467,0.79381,0.65433,0.21,0.42843,0.21933,2.50982,3.73885,4.45572,0.000177777,0.000177777,0.000177777
68,2240.69,0.14523,0.12099,0.79236,0.59402,0.20265,0.39584,0.20577,2.50483,3.7684,4.45233,0.000168767,0.000168767,0.000168767
69,2272.38,0.14234,0.11965,0.79129,0.54305,0.19963,0.37487,0.19598,2.50461,3.7046,4.49631,0.000159924,0.000159924,0.000159924
70,2304.02,0.13207,0.11468,0.78919,0.56628,0.19676,0.38581,0.19775,2.51821,3.80868,4.44262,0.000151255,0.000151255,0.000151255
71,2336.92,0.12925,0.11265,0.7878,0.54054,0.19952,0.37108,0.18967,2.50777,3.72651,4.47482,0.000142769,0.000142769,0.000142769
72,2368.66,0.12289,0.10877,0.78577,0.55592,0.20292,0.38103,0.19272,2.5144,3.74686,4.55214,0.000134475,0.000134475,0.000134475
73,2400.35,0.11572,0.10484,0.78457,0.57573,0.20331,0.39072,0.20355,2.49923,3.70938,4.53287,0.00012638,0.00012638,0.00012638
74,2432.09,0.11477,0.10375,0.78442,0.56541,0.19516,0.37243,0.19564,2.50492,3.75005,4.56646,0.000118493,0.000118493,0.000118493
75,2463.7,0.10825,0.10045,0.78241,0.57148,0.19976,0.38781,0.20297,2.50775,3.79072,4.55057,0.000110822,0.000110822,0.000110822
76,2495.36,0.10461,0.09806,0.78201,0.56445,0.19834,0.3833,0.19684,2.51077,3.78261,4.54941,0.000103373,0.000103373,0.000103373
77,2527.03,0.10038,0.096,0.7802,0.55604,0.19715,0.37918,0.19964,2.51092,3.80472,4.57808,9.61551e-05,9.61551e-05,9.61551e-05
78,2558.66,0.09896,0.0949,0.78042,0.57501,0.19333,0.38856,0.20139,2.51775,3.82633,4.58099,8.91746e-05,8.91746e-05,8.91746e-05
79,2590.35,0.09522,0.09279,0.78006,0.57546,0.19588,0.38793,0.20508,2.51368,3.83147,4.59846,8.24385e-05,8.24385e-05,8.24385e-05
80,2622.02,0.09181,0.09034,0.77893,0.57069,0.19549,0.3816,0.20079,2.51827,3.82557,4.61156,7.59535e-05,7.59535e-05,7.59535e-05
81,2653.72,0.0875,0.0877,0.77896,0.56376,0.19614,0.38117,0.20002,2.51171,3.8326,4.59793,6.97259e-05,6.97259e-05,6.97259e-05
82,2685.42,0.08402,0.08546,0.77709,0.57395,0.19447,0.38365,0.19848,2.51387,3.8503,4.60403,6.37619e-05,6.37619e-05,6.37619e-05
83,2717.44,0.08214,0.08441,0.77734,0.56574,0.19466,0.38164,0.19869,2.51324,3.84554,4.64439,5.80675e-05,5.80675e-05,5.80675e-05
84,2749.51,0.07794,0.08201,0.77704,0.57209,0.19474,0.38709,0.19983,2.51436,3.86309,4.62002,5.26481e-05,5.26481e-05,5.26481e-05
85,2781.37,0.07595,0.08026,0.7767,0.5707,0.19276,0.38505,0.19868,2.51542,3.87814,4.64237,4.75092e-05,4.75092e-05,4.75092e-05
86,2813.11,0.07377,0.07894,0.77597,0.55967,0.19122,0.38036,0.19677,2.51407,3.88182,4.63747,4.26558e-05,4.26558e-05,4.26558e-05
87,2844.79,0.07211,0.07761,0.77482,0.569,0.19561,0.38452,0.19894,2.51623,3.86474,4.64657,3.80928e-05,3.80928e-05,3.80928e-05
88,2876.42,0.07086,0.07683,0.77529,0.56622,0.19322,0.38317,0.19964,2.51966,3.88839,4.64547,3.38245e-05,3.38245e-05,3.38245e-05
89,2908.01,0.06868,0.07548,0.77617,0.55946,0.19124,0.37885,0.19772,2.51489,3.88015,4.65575,2.98553e-05,2.98553e-05,2.98553e-05
90,2939.87,0.06725,0.07432,0.77531,0.56685,0.19238,0.38235,0.19797,2.51514,3.87537,4.65619,2.61891e-05,2.61891e-05,2.61891e-05
91,2971.57,0.06597,0.07347,0.77575,0.56616,0.19155,0.38076,0.19791,2.51573,3.87615,4.66759,2.28294e-05,2.28294e-05,2.28294e-05
92,3003.17,0.06552,0.07296,0.77418,0.57142,0.19419,0.38518,0.19912,2.5179,3.86908,4.67676,1.97796e-05,1.97796e-05,1.97796e-05
93,3034.78,0.06359,0.07142,0.77445,0.56526,0.19202,0.38199,0.19617,2.51436,3.87893,4.6713,1.70427e-05,1.70427e-05,1.70427e-05
94,3066.44,0.06416,0.07178,0.77442,0.56735,0.19156,0.38247,0.19727,2.5161,3.8894,4.67747,1.46214e-05,1.46214e-05,1.46214e-05
95,3098.65,0.06274,0.07089,0.77406,0.56471,0.19247,0.38192,0.19655,2.51833,3.89083,4.68782,1.25181e-05,1.25181e-05,1.25181e-05
96,3130.35,0.06222,0.07029,0.77397,0.56498,0.19066,0.38158,0.19678,2.5178,3.89999,4.68948,1.07349e-05,1.07349e-05,1.07349e-05
97,3162.05,0.06148,0.07006,0.77424,0.56653,0.18976,0.38184,0.19739,2.51698,3.89722,4.68578,9.27345e-06,9.27345e-06,9.27345e-06
98,3193.72,0.06155,0.06991,0.77322,0.56127,0.18971,0.37822,0.19687,2.51831,3.9033,4.68841,8.13528e-06,8.13528e-06,8.13528e-06
99,3225.44,0.06087,0.06949,0.77433,0.56635,0.18911,0.3817,0.19748,2.5166,3.90846,4.6871,7.32151e-06,7.32151e-06,7.32151e-06
100,3257.09,0.06056,0.06913,0.77379,0.56665,0.1904,0.3808,0.19722,2.51928,3.90454,4.69471,6.83292e-06,6.83292e-06,6.83292e-06
